as_of_date,security_id,par_amount,book_value,market_value,database_date
2025-08-31,H0HGFB0NV,7900000,8077710.5,7691100.3,2025-09-03
2025-03-31,EKZ7PYHFP,18000000,17935002.0,16124058.0,2025-04-03
2025-01-31,QUSNB5HND,16300000,16244840.8,16288019.5,2025-02-03
2025-04-30,CUME7DYT1,3100000,3059368.3,3114194.9,2025-05-03
2025-11-30,N7Z68G2BD,13100000,13395627.7,13126448.9,2025-12-03
2025-06-30,H35A0KKW1,8900000,9158117.8,8930090.9,2025-07-03
2025-01-31,J723UFW32,7600000,7572396.8,7649704.0,2025-02-03
2025-06-30,CUME7DYT1,3100000,3059368.3,3213026.0,2025-07-03
2025-01-31,0U2V1O3GA,1800000,1778509.8,1787981.4,2025-02-03
2025-11-30,3QHXPR1U3,4900000,4882159.1,4823172.9,2025-12-03
2025-12-31,F7G76ZDFS,19100000,19141217.8,17964103.9,2026-01-03
2025-04-30,PSX36784P,19000000,18967149.0,18112415.0,2025-05-03
2025-05-31,VHF93XHZ7,2400000,2397040.8,2336678.4,2025-06-03
2025-11-30,VHF93XHZ7,2400000,2397040.8,2330164.8,2025-12-03
2025-02-28,DQ7IE0FTV,14500000,14580228.5,14846492.0,2025-03-03
2025-01-31,T4Q2CGF9M,11600000,11389576.0,12140969.61,2025-02-13
2025-05-31,JL7ZH6V32,6900000,6862125.9,6693483.0,2025-06-03
2025-08-31,H1DVRLE0Y,6100000,6080284.8,6444473.1,2025-09-03
2025-09-30,MBL9ZSN6D,16000000,15689776.0,15279088.0,2025-10-03
2025-01-31,M851Y65ZE,15500000,15128542.5,15928885.0,2025-02-03
2025-03-31,M76L42UT4,19500000,19213194.0,19200109.5,2025-04-03
2025-07-31,N7Z68G2BD,13100000,13395627.7,12937808.9,2025-08-03
2025-11-30,BRN4YWM4W,2500000,2456957.5,2484715.0,2025-12-03
2025-03-31,PAN8DGGZO,12200000,12066702.8,12536903.0,2025-04-03
2025-08-31,F7G76ZDFS,17400000,17437549.2,16248241.8,2025-09-03
2025-07-31,QSGQCVL0P,21200000,20969874.0,21484949.2,2025-08-03
2025-12-31,QSGQCVL0P,21200000,20969874.0,21817195.6,2026-01-03
2025-01-31,F4996VZB3,9800000,9950831.8,9713466.0,2025-02-03
2025-01-31,Z0P1QUO3L,8200000,8191004.6,8479021.4,2025-02-03
2025-02-28,T4Q2CGF9M,11600000,11389576.0,12048398.0,2025-03-03
2025-07-31,F4996VZB3,9800000,9950831.8,9763171.6,2025-08-03
2025-09-30,H35A0KKW1,8900000,9158117.8,8914008.6,2025-10-03
2025-02-28,ACWFGJ6SW,23600000,22500310.8,22887185.6,2025-03-03
2025-01-31,QZMZEQYUV,6200000,6164102.0,6156438.8,2025-02-03
2025-05-31,SQUBO2P2A,20000000,19630580.0,20425220.0,2025-06-03
2025-04-30,VHF93XHZ7,2400000,2397040.8,2335536.0,2025-05-03
2025-09-30,TX6WM71BU,12700000,12396076.3,12263513.7,2025-10-03
2025-09-30,57FALF6HP,12000000,12042084.0,11186040.0,2025-10-03
2025-02-28,1060VXN0Z,22400000,22590579.2,22173088.0,2025-03-03
2025-12-31,3JGH5S75L,5900000,5855154.1,5607377.7,2026-01-03
2025-11-30,9QXT5L32T,8900000,8778310.3,9456908.6,2025-12-03
2025-08-31,9FYHXS77C,23300000,22628354.2,24074468.7,2025-09-03
2025-12-31,QUSNB5HND,12300000,12258376.8,12434180.7,2026-01-03
2025-04-30,JGB673A1M,17100000,16780811.4,17847971.1,2025-05-03
2025-02-28,M76L42UT4,19500000,19213194.0,19151535.0,2025-03-03
2025-04-30,42KX0JJRN,4300000,4208216.5,4394389.3,2025-05-03
2025-11-30,0U2V1O3GA,1800000,1778509.8,1768280.4,2025-12-03
2025-09-30,H0HGFB0NV,5900000,6032720.5,5773096.9,2025-10-03
2025-03-31,ZWM2G6B6P,2900000,2818997.2,3130103.4,2025-04-03
2025-07-31,EKZ7PYHFP,18000000,17935002.0,16179912.0,2025-08-03
2025-12-31,3QHXPR1U3,4900000,4882159.1,4801887.3,2026-01-03
2025-11-30,UDV04Q028,5600000,5522529.6,5540544.8,2025-12-03
2025-06-30,QSGQCVL0P,21200000,20969874.0,21131884.4,2025-07-03
2025-11-30,AMZ82XUGQ,5000000,5105030.0,5389335.0,2025-12-03
2025-03-31,516Y1ZY06,18000000,17685684.0,17627076.0,2025-04-03
2025-10-31,2W39AEZXG,7900000,7797552.8,8691406.2,2025-11-03
2025-04-30,3QHXPR1U3,5000000,4981795.0,4891150.0,2025-05-03
2025-07-31,SQUBO2P2A,23700000,23262237.3,24678525.6,2025-08-03
2025-07-31,3QHXPR1U3,4900000,4882159.1,4793042.8,2025-08-03
2025-07-31,SWAH8C2NH,14900000,14741195.8,14962639.6,2025-08-03
2025-08-31,Z0P1QUO3L,8200000,8191004.6,8377981.0,2025-09-03
2025-02-28,ZWM2G6B6P,2900000,2818997.2,3130715.3,2025-03-03
2025-03-31,9FYHXS77C,23300000,22628354.2,23615691.7,2025-04-03
2025-01-31,RYHSQ0LD6,17800000,17250069.0,17729725.6,2025-02-03
2025-08-31,J723UFW32,4600000,4583292.8,4657605.8,2025-09-03
2025-04-30,3JGH5S75L,3300000,3274916.7,3161763.0,2025-05-03
2025-05-31,XWRWGY7W4,15200000,15131022.4,14324464.8,2025-06-03
2025-03-31,A0ETNRG33,13900000,13140170.4,13767574.7,2025-04-03
2025-06-30,1060VXN0Z,22400000,22590579.2,22187244.8,2025-07-03
2025-07-31,MBL9ZSN6D,20000000,19612220.0,18994920.0,2025-08-03
2025-08-31,QZMZEQYUV,9500000,9444995.0,9693581.5,2025-09-03
2025-11-30,QZMZEQYUV,9500000,9444995.0,9655648.0,2025-12-03
2025-10-31,VHF93XHZ7,2400000,2397040.8,2309090.4,2025-11-03
2025-01-31,9QXT5L32T,8900000,8778310.3,9231818.7,2025-02-03
2025-10-31,EPS5OVW1R,16400000,16322083.6,15933912.0,2025-11-03
2025-06-30,M76L42UT4,19500000,19213194.0,18968937.0,2025-07-03
2025-11-30,F5ZXP22RK,18800000,18936563.2,18623298.8,2025-12-03
2025-04-30,YTQS0JLHJ,1700000,1694315.2,1673112.8,2025-05-03
2025-12-31,A0ETNRG33,13900000,13140170.4,13600232.6,2026-01-03
2025-05-31,J723UFW32,4600000,4583292.8,4600414.0,2025-06-03
2025-09-30,2W39AEZXG,7900000,7797552.8,8520268.5,2025-10-03
2025-12-31,0X3DQ57DL,13200000,13203498.0,12928119.6,2026-01-03
2025-04-30,QSGQCVL0P,21200000,20969874.0,21180093.2,2025-05-03
2025-05-31,CUME7DYT1,3100000,3059368.3,3174096.2,2025-06-03
2025-10-31,Z0P1QUO3L,6200000,6193198.6,6432152.8,2025-11-03
2025-12-31,GH963PM7A,13100000,13502353.4,,2026-01-03
2025-09-30,0X3DQ57DL,13200000,13203498.0,12985975.2,2025-10-03
2025-01-31,MBL9ZSN6D,24000000,23534664.0,23186760.0,2025-02-03
2025-06-30,1AMUISU25,7900000,7779090.5,8192884.6,2025-07-03
2025-12-31,PPDQ0XYS2,2500000,2490105.0,2370215.0,2026-01-03
2025-05-31,1060VXN0Z,22400000,22590579.2,22178531.2,2025-06-03
2025-05-31,VWN1AXARW,25600000,24942950.4,25403443.2,2025-06-03
2025-11-30,3QPGK1A7G,4100000,4073489.4,4230634.2,2025-12-03
2025-02-28,RVV4PF374,8700000,8518387.5,8335443.9,2025-03-03
2025-03-31,QSGQCVL0P,21200000,20969874.0,20897327.6,2025-04-03
2025-04-30,FH5KSL4JL,13900000,13785658.6,14327383.3,2025-05-03
2025-11-30,QSGQCVL0P,21200000,20969874.0,21537906.8,2025-12-03
2025-04-30,PPDQ0XYS2,2500000,2490105.0,2368972.5,2025-05-03
2025-02-28,0X3DQ57DL,13200000,13203498.0,13220196.0,2025-03-03
2025-05-31,QZMZEQYUV,9500000,9444995.0,9449935.0,2025-06-03
2025-09-30,JCEEYST39,9600000,9832790.4,8960323.2,2025-10-03
2025-04-30,BPP99K7JP,7300000,7041521.6,6893645.5,2025-05-03
